Name,Type,VarType,Description,Description:Description,Network,Network:SingleWriter,Network:UseBinding,Network:UseBuffering
HMI_Tank6_Eductor_Motors_Run,Boolean,Network,,,on,,FALSE,FALSE
HMI_Rct11_AFwd_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_ABwd_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_AMin_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_FwdTm_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_FwdOffTm_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_BwdTm_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct11_BwdOffTm_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct12_AFwd_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct12_ABwd_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Rct12_AMin_SetPnts,Array of Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Reset_Bas_DI_Total,Boolean,Network,,,on,,FALSE,FALSE
HMI_Reset_Autologout,Boolean,Network,,,on,,FALSE,FALSE
HMI_Dryer_Standby_Level,Double,Network,,,on,,FALSE,FALSE
HMI_Dryer_Dry_Level,Double,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc3_Level_Auto,Boolean,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc3_Level_Setpnt,Double,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc2_Level_Auto,Boolean,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc2_Level_Setpnt,Double,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc1_Level_Auto,Boolean,Network,,,on,,FALSE,FALSE
HMI_BAS_Proc1_Level_Setpnt,Double,Network,,,on,,FALSE,FALSE
HMI_Dose_Acid_PreDip,Boolean,Network,,,on,,FALSE,FALSE
HMI_Acid_Amount_PreDip,Double,Network,,,on,,FALSE,FALSE
